Barcode,Barcode_Prefix,Barcode_Postfix,Barcode_Postfix_Diff
A0009546011,A,0009546011,1789
A0009547837,A,0009547837,1826
A0009550468,A,0009550468,2631
A0009555699,A,0009555699,248
A0009555947,A,0009555947,248
A0009561937,A,0009561937,5990
A0009570151,A,0009570151,1793
A0009571944,A,0009571944,1793
A0009575903,A,0009575903,3572
A0009579475,A,0009579475,3572
A0009588609,A,0009588609,610
A0009589219,A,0009589219,24
A0009589243,A,0009589243,24
A0009590431,A,0009590431,562
A0009590993,A,0009590993,562
A0009594615,A,0009594615,3622
A0009604497,A,0009604497,73
A0009604570,A,0009604570,73
A0009604836,A,0009604836,107
A0009604943,A,0009604943,33
A0009604976,A,0009604976,33
A0009605619,A,0009605619,643
A0009612516,A,0009612516,6897
A0009626078,A,0009626078,4273
A0009630351,A,0009630351,42
A0009630393,A,0009630393,26
A0009630419,A,0009630419,26
A0009640491,A,0009640491,117
A0009640608,A,0009640608,117
A0009640988,A,0009640988,380
A0009647520,A,0009647520,685
A0009648205,A,0009648205,513
A0009648718,A,0009648718,513
A0009650722,A,0009650722,1180
A0009651902,A,0009651902,1180
A0009669136,A,0009669136,132
A0009669268,A,0009669268,132
A0009676578,A,0009676578,511
A0009677089,A,0009677089,50
A0009677139,A,0009677139,50
A0009681982,A,0009681982,3944
A0009685926,A,0009685926,130
A0009686056,A,0009686056,130
A0009696725,A,0009696725,10669
A0009717091,A,0009717091,2162
A0009719253,A,0009719253,703
A0009719956,A,0009719956,131
A0009720087,A,0009720087,131
A0009723859,A,0009723859,16
A0009723875,A,0009723875,16
A0009723909,A,0009723909,8
A0009723917,A,0009723917,8
A0009723925,A,0009723925,8
A0009724022,A,0009724022,97
A0009728049,A,0009728049,148
A0009728197,A,0009728197,57
A0009728254,A,0009728254,57
A0009728528,A,0009728528,190
A0009728718,A,0009728718,65
A0009728783,A,0009728783,65
A0009729104,A,0009729104,99
A0009729203,A,0009729203,99
A0009734187,A,0009734187,2375
A0009736562,A,0009736562,133
A0009736695,A,0009736695,99
A0009736794,A,0009736794,99
A0009737032,A,0009737032,75
A0009737107,A,0009737107,65
A0009737172,A,0009737172,65
A0009737545,A,0009737545,373
A0009739541,A,0009739541,1996
A0009742156,A,0009742156,480
A0009742636,A,0009742636,49
A0009742685,A,0009742685,49
A0009742867,A,0009742867,182
A0009748526,A,0009748526,651
A0009749177,A,0009749177,651
A0009751538,A,0009751538,239
A0009751777,A,0009751777,239
A0009752072,A,0009752072,295
A0009752965,A,0009752965,893
A0009775958,A,0009775958,16
A0009775974,A,0009775974,16
A0009782608,A,0009782608,485
A0009783093,A,0009783093,485
A0009790098,A,0009790098,453
A0009790551,A,0009790551,183
A0009790734,A,0009790734,25
A0009790759,A,0009790759,25
A0009792441,A,0009792441,1682
A0009797168,A,0009797168,1131
A0009798299,A,0009798299,198
A0009798497,A,0009798497,123
A0009798620,A,0009798620,117
A0009798737,A,0009798737,117
A0009798901,A,0009798901,164
A0009799545,A,0009799545,644
A0009802828,A,0009802828,115
A0009802943,A,0009802943,115
A0009803180,A,0009803180,91
A0009803271,A,0009803271,34
A0009803305,A,0009803305,34
A0009804139,A,0009804139,15
A0009804154,A,0009804154,15
A0009804360,A,0009804360,206
A0009804634,A,0009804634,274
A0009806449,A,0009806449,7
A0009806456,A,0009806456,7
A0009806514,A,0009806514,58
A0009806878,A,0009806878,364
A0009809310,A,0009809310,26
A0009809336,A,0009809336,26
A0009810474,A,0009810474,1138
A0009812942,A,0009812942,2468
A0009821430,A,0009821430,2279
A0009823709,A,0009823709,915
A0009824624,A,0009824624,915
A0009825803,A,0009825803,808
A0009826611,A,0009826611,404
A0009827015,A,0009827015,247
A0009827262,A,0009827262,232
A0009827494,A,0009827494,232
A0009828724,A,0009828724,635
A0009829359,A,0009829359,635
A0009830712,A,0009830712,8
A0009830720,A,0009830720,8
A0009831496,A,0009831496,776
A0009836180,A,0009836180,224
A0009836404,A,0009836404,224
A0009838129,A,0009838129,445
A0009838574,A,0009838574,445
A0009843228,A,0009843228,4654
A0009848854,A,0009848854,42
A0009848896,A,0009848896,42
A0009855768,A,0009855768,3555
A0009859323,A,0009859323,1412
A0009860735,A,0009860735,1412
A0009868670,A,0009868670,876
A0009869546,A,0009869546,876
A0009879735,A,0009879735,1649
A0009881384,A,0009881384,107
A0009881491,A,0009881491,107
A0009882960,A,0009882960,1469
A0009889627,A,0009889627,873
A0009890500,A,0009890500,873
A0009892159,A,0009892159,8
A0009892167,A,0009892167,8
A0009894767,A,0009894767,2600
A0009897950,A,0009897950,3183
A0009908757,A,0009908757,585
A0009909342,A,0009909342,585
A0009911975,A,0009911975,2633
A0009927203,A,0009927203,49
A0009927252,A,0009927252,49
A0009927559,A,0009927559,50
A0009927609,A,0009927609,50
A0009928714,A,0009928714,1105
A0009931031,A,0009931031,18
A0009931049,A,0009931049,18
A0009931627,A,0009931627,16
A0009931643,A,0009931643,16
A0009931809,A,0009931809,166
A0009932047,A,0009932047,49
A0009932096,A,0009932096,49
A0009932435,A,0009932435,339
A0009932930,A,0009932930,67
A0009932997,A,0009932997,67
A0009935925,A,0009935925,940
A0009936865,A,0009936865,107
A0009936972,A,0009936972,107
A0009939984,A,0009939984,48
A0009940032,A,0009940032,48
A0009940297,A,0009940297,24
A0009940321,A,0009940321,24
A0009940396,A,0009940396,75
A0009940925,A,0009940925,81
A0009941006,A,0009941006,81
A0009942442,A,0009942442,1436
A0009944679,A,0009944679,732
A0009945411,A,0009945411,91
A0009945502,A,0009945502,42
A0009945544,A,0009945544,42
A0009945775,A,0009945775,231
A0009946211,A,0009946211,281
A0009946492,A,0009946492,125
A0009946617,A,0009946617,125
A0009946815,A,0009946815,198
A0009948506,A,0009948506,1691
A0009951682,A,0009951682,883
A0009952565,A,0009952565,883
A0009957317,A,0009957317,578
A0009957895,A,0009957895,172
A0009958067,A,0009958067,172
A0009958307,A,0009958307,240
A0009961624,A,0009961624,16
A0009961640,A,0009961640,16
A0009965369,A,0009965369,50
A0009965419,A,0009965419,50
A0009966631,A,0009966631,792
A0009967423,A,0009967423,792
A0009970286,A,0009970286,157
A0009970443,A,0009970443,25
A0009970468,A,0009970468,25
A0009970583,A,0009970583,115
A0009970849,A,0009970849,31
A0009970880,A,0009970880,31
A0009971185,A,0009971185,224
A0009971409,A,0009971409,224
A0009972506,A,0009972506,164
A0009972670,A,0009972670,164
A0009972910,A,0009972910,240
A0009973520,A,0009973520,67
A0009973587,A,0009973587,16
A0009973603,A,0009973603,16
A0009973652,A,0009973652,26
A0009973678,A,0009973678,26
A0009975269,A,0009975269,214
A0009975483,A,0009975483,157
A0009975640,A,0009975640,116
A0009975756,A,0009975756,116
A0009975921,A,0009975921,107
A0009976028,A,0009976028,16
A0009976044,A,0009976044,16
A0009976093,A,0009976093,49
A0009976192,A,0009976192,42
A0009976234,A,0009976234,42
A0009976671,A,0009976671,76
A0009976747,A,0009976747,76
A0009977265,A,0009977265,141
A0009977406,A,0009977406,141
A0009977554,A,0009977554,148
A0009980418,A,0009980418,2864
A0009985557,A,0009985557,50
A0009985607,A,0009985607,50
A0009985755,A,0009985755,148
A0009986522,A,0009986522,544
A0009987066,A,0009987066,404
A0009987470,A,0009987470,404
A0009989138,A,0009989138,404
A0009989542,A,0009989542,404
A0009991233,A,0009991233,1691
A0009995135,A,0009995135,3902
A0010000750,A,0010000750,3317
A0010004067,A,0010004067,240
A0010004307,A,0010004307,49
A0010004356,A,0010004356,49
A0010004406,A,0010004406,50
A0010005072,A,0010005072,666
A0010006138,A,0010006138,107
A0010006245,A,0010006245,7
A0010006252,A,0010006252,7
A0010006674,A,0010006674,422
A0010011930,A,0010011930,5256
A0010019693,A,0010019693,321
A0010020014,A,0010020014,140
A0010020154,A,0010020154,140
A0010020303,A,0010020303,149
A0010021202,A,0010021202,67
A0010021269,A,0010021269,67
A0010022283,A,0010022283,1014
A0010031235,A,0010031235,1610
A0010032845,A,0010032845,1610
A0010035053,A,0010035053,42
A0010035095,A,0010035095,34
A0010035129,A,0010035129,8
A0010035137,A,0010035137,8
A0010035863,A,0010035863,139
A0010036002,A,0010036002,133
A0010036135,A,0010036135,133
A0010036606,A,0010036606,83
A0010036689,A,0010036689,83
A0010036879,A,0010036879,32
A0010036911,A,0010036911,32
A0010037224,A,0010037224,224
A0010037448,A,0010037448,73
A0010037521,A,0010037521,73
A0010037679,A,0010037679,50
A0010037729,A,0010037729,8
A0010037737,A,0010037737,8
A0010037810,A,0010037810,59
A0010037869,A,0010037869,16
A0010037885,A,0010037885,16
A0010050417,A,0010050417,3301
A0010053718,A,0010053718,808
A0010054526,A,0010054526,65
A0010054591,A,0010054591,65
A0010055002,A,0010055002,281
A0010055283,A,0010055283,281
A0010056083,A,0010056083,50
A0010056133,A,0010056133,50
A0010056364,A,0010056364,231
A0010056679,A,0010056679,73
A0010056752,A,0010056752,34
A0010056786,A,0010056786,34
A0010058881,A,0010058881,396
A0010059277,A,0010059277,281
A0010059558,A,0010059558,222
A0010059780,A,0010059780,190
A0010059970,A,0010059970,58
A0010060028,A,0010060028,58
A0010060119,A,0010060119,16
A0010060135,A,0010060135,16
A0010060176,A,0010060176,8
A0010060184,A,0010060184,8
A0010060507,A,0010060507,164
A0010060671,A,0010060671,164
A0010060861,A,0010060861,139
A0010061000,A,0010061000,139
A0010061505,A,0010061505,505
A0010063477,A,0010063477,842
A0010064319,A,0010064319,31
A0010064350,A,0010064350,31
A0010067049,A,0010067049,2699
A0010076990,A,0010076990,495
A0010077485,A,0010077485,495
A0010078673,A,0010078673,1188
A0010087138,A,0010087138,239
A0010087377,A,0010087377,42
A0010087419,A,0010087419,42
A0010090645,A,0010090645,477
A0010091122,A,0010091122,477
A0010091684,A,0010091684,370
A0010092054,A,0010092054,42
A0010092096,A,0010092096,8
A0010092104,A,0010092104,8
A0010092112,A,0010092112,8
A0010094043,A,0010094043,1931
A0010096014,A,0010096014,396
A0010096410,A,0010096410,75
A0010096485,A,0010096485,75
A0010096618,A,0010096618,133
A0010097152,A,0010097152,406
A0010097558,A,0010097558,141
A0010097699,A,0010097699,141
A0010101251,A,0010101251,3552
A0010106599,A,0010106599,8
A0010106607,A,0010106607,8
A0010107175,A,0010107175,388
A0010107563,A,0010107563,381
A0010107944,A,0010107944,25
A0010107969,A,0010107969,25
A0010112373,A,0010112373,4404
A0010118271,A,0010118271,323
A0010118594,A,0010118594,323
A0010120947,A,0010120947,63
A0010121010,A,0010121010,63
A0010125037,A,0010125037,338
A0010125375,A,0010125375,338
A0010125821,A,0010125821,140
A0010125961,A,0010125961,140
A0010127066,A,0010127066,396
A0010127462,A,0010127462,323
A0010127785,A,0010127785,323
A0010128247,A,0010128247,99
A0010128346,A,0010128346,99
A0010128494,A,0010128494,148
A0010129989,A,0010129989,40
A0010130029,A,0010130029,40
A0010130185,A,0010130185,156
A0010130508,A,0010130508,8
A0010130516,A,0010130516,8
A0010130565,A,0010130565,49
A0010136711,A,0010136711,891
A0010137602,A,0010137602,891
A0010140192,A,0010140192,2006
A0010142198,A,0010142198,57
A0010142255,A,0010142255,42
A0010142297,A,0010142297,24
A0010142321,A,0010142321,24
A0010142776,A,0010142776,8
A0010142784,A,0010142784,8
A0010143543,A,0010143543,759
A0010144715,A,0010144715,1172
A0010147338,A,0010147338,99
A0010147437,A,0010147437,99
A0010147809,A,0010147809,245
A0010148054,A,0010148054,245
A0010148583,A,0010148583,157
A0010148740,A,0010148740,41
A0010148781,A,0010148781,18
A0010148799,A,0010148799,18
A0010148971,A,0010148971,81
A0010149052,A,0010149052,81
A0010149847,A,0010149847,245
A0010150092,A,0010150092,245
A0010152247,A,0010152247,15
A0010152262,A,0010152262,15
A0010152320,A,0010152320,58
A0010153120,A,0010153120,372
A0010153492,A,0010153492,372
A0010154219,A,0010154219,430
A0010154649,A,0010154649,213
A0010154862,A,0010154862,213
A0010158533,A,0010158533,3671
A0010164176,A,0010164176,438
A0010164614,A,0010164614,438
A0010167369,A,0010167369,2755
A0010170785,A,0010170785,3416
A0010175016,A,0010175016,445
A0010175461,A,0010175461,445
A0010176931,A,0010176931,419
A0010177350,A,0010177350,419
A0010178929,A,0010178929,97
A0010179026,A,0010179026,33
A0010179059,A,0010179059,33
A0010181527,A,0010181527,526
A0010182053,A,0010182053,526
A0010194116,A,0010194116,562
A0010194678,A,0010194678,562
A0010201341,A,0010201341,33
A0010201374,A,0010201374,33
A0010201747,A,0010201747,7
A0010201754,A,0010201754,7
A0010201861,A,0010201861,107
A0010204477,A,0010204477,700
A0010205177,A,0010205177,73
A0010205250,A,0010205250,73
A0010209955,A,0010209955,363
A0010210318,A,0010210318,363
A0010211019,A,0010211019,701
A0010213478,A,0010213478,899
A0010214377,A,0010214377,890
A0010215267,A,0010215267,890
A0010216984,A,0010216984,337
A0010217321,A,0010217321,190
A0010217511,A,0010217511,190
A0010219988,A,0010219988,303
A0010220291,A,0010220291,232
A0010220523,A,0010220523,107
A0010220630,A,0010220630,41
A0010220671,A,0010220671,41
A0010220762,A,0010220762,50
A0010220812,A,0010220812,26
A0010220838,A,0010220838,23
A0010220861,A,0010220861,23
A0010220887,A,0010220887,26
A0010220952,A,0010220952,65
A0010221026,A,0010221026,8
A0010221034,A,0010221034,8
A0010221133,A,0010221133,99
A0010221547,A,0010221547,414
A0010224095,A,0010224095,372
A0010224467,A,0010224467,372
A0010227239,A,0010227239,396
A0010227635,A,0010227635,396
A0010235265,A,0010235265,7630
A0010242931,A,0010242931,297
A0010243228,A,0010243228,297
A0010244473,A,0010244473,1245
A0010253458,A,0010253458,256
A0010253714,A,0010253714,156
A0010253870,A,0010253870,156
A0010254100,A,0010254100,230
A0010254498,A,0010254498,32
A0010254530,A,0010254530,32
A0010254704,A,0010254704,174
A0010257947,A,0010257947,411
A0010258358,A,0010258358,396
A0010258754,A,0010258754,396
A0010260115,A,0010260115,133
A0010260248,A,0010260248,133
A0010261378,A,0010261378,107
A0010261485,A,0010261485,107
A0010261618,A,0010261618,73
A0010261691,A,0010261691,73
A0010261964,A,0010261964,273
A0010262863,A,0010262863,899
A0010265130,A,0010265130,1354
A0010266484,A,0010266484,174
A0010266658,A,0010266658,8
A0010266666,A,0010266666,8
A0010267060,A,0010267060,258
A0010267318,A,0010267318,24
A0010267342,A,0010267342,24
A0010268894,A,0010268894,1552
A0010274454,A,0010274454,107
A0010274561,A,0010274561,107
A0010278034,A,0010278034,41
A0010278075,A,0010278075,41
A0010278497,A,0010278497,339
A0010278836,A,0010278836,57
A0010278893,A,0010278893,57
A0010278968,A,0010278968,75
A0010280162,A,0010280162,84
A0010280246,A,0010280246,84
A0010280345,A,0010280345,41
A0010280386,A,0010280386,41
A0010280428,A,0010280428,41
A0010280469,A,0010280469,24
A0010280493,A,0010280493,24
A0010281004,A,0010281004,511
A0010282523,A,0010282523,148
A0010282671,A,0010282671,148
A0010283034,A,0010283034,239
A0010283273,A,0010283273,239
A0010283653,A,0010283653,379
A0010284032,A,0010284032,379
A0010284867,A,0010284867,50
A0010284917,A,0010284917,16
A0010284933,A,0010284933,16
A0010284990,A,0010284990,57
A0010285252,A,0010285252,262
A0010288199,A,0010288199,73
A0010288272,A,0010288272,73
A0010289114,A,0010289114,842
A0010290054,A,0010290054,940
A0010291391,A,0010291391,1337
A0010293330,A,0010293330,273
A0010293603,A,0010293603,273
A0010295921,A,0010295921,33
A0010295954,A,0010295954,33
A0010296101,A,0010296101,147
A0010296283,A,0010296283,182
A0010297281,A,0010297281,133
A0010297414,A,0010297414,133
A0010297570,A,0010297570,156
A0010297950,A,0010297950,34
A0010297984,A,0010297984,34
A0010300531,A,0010300531,677
A0010301208,A,0010301208,578
A0010301786,A,0010301786,42
A0010301828,A,0010301828,41
A0010301869,A,0010301869,41
A0010302222,A,0010302222,353
A0010302842,A,0010302842,620
A0010305027,A,0010305027,73
A0010305100,A,0010305100,18
A0010305118,A,0010305118,18
A0010305225,A,0010305225,8
A0010305233,A,0010305233,8
A0010305712,A,0010305712,8
A0010305720,A,0010305720,8
A0010305787,A,0010305787,8
A0010305795,A,0010305795,8
A0010305829,A,0010305829,34
A0010306009,A,0010306009,123
A0010306132,A,0010306132,75
A0010306207,A,0010306207,75
A0010306389,A,0010306389,182
A0010306769,A,0010306769,380
A0010307254,A,0010307254,92
A0010307346,A,0010307346,33
A0010307379,A,0010307379,33
A0010308815,A,0010308815,49
A0010308864,A,0010308864,49
A0010309011,A,0010309011,147
A0010309409,A,0010309409,190
A0010309599,A,0010309599,190
A0010309888,A,0010309888,289
A0010314250,A,0010314250,42
A0010314292,A,0010314292,42
A0010314409,A,0010314409,115
A0010314524,A,0010314524,99
A0010314623,A,0010314623,99
A0010314896,A,0010314896,273
A0010315265,A,0010315265,34
A0010315299,A,0010315299,34
A0010317816,A,0010317816,792
A0010318608,A,0010318608,792
A0010321388,A,0010321388,107
A0010321495,A,0010321495,107
A0010322949,A,0010322949,89
A0010323038,A,0010323038,89
A0010324879,A,0010324879,1235
A0010326114,A,0010326114,1235
A0010328508,A,0010328508,2394
A0010331437,A,0010331437,2929
A0010335545,A,0010335545,255
A0010335800,A,0010335800,255
A0010337590,A,0010337590,1790
A0010343424,A,0010343424,107
A0010343531,A,0010343531,107
A0010343648,A,0010343648,7
A0010343655,A,0010343655,7
A0010343770,A,0010343770,115
A0010345676,A,0010345676,553
A0010346229,A,0010346229,553
A0010347912,A,0010347912,362
A0010348274,A,0010348274,362
A0010351252,A,0010351252,842
A0010352094,A,0010352094,842
A0010352995,A,0010352995,519
A0010353514,A,0010353514,519
A0010355410,A,0010355410,1896
A0010360253,A,0010360253,149
A0010360402,A,0010360402,8
A0010360410,A,0010360410,8
A0010360428,A,0010360428,18
A0010360840,A,0010360840,83
A0010360923,A,0010360923,8
A0010360931,A,0010360931,8
A0010361095,A,0010361095,16
A0010361111,A,0010361111,16
A0010362374,A,0010362374,982
A0010363356,A,0010363356,982
A0010367936,A,0010367936,33
A0010367969,A,0010367969,33
A0010368439,A,0010368439,81
A0010368520,A,0010368520,33
A0010368553,A,0010368553,33
A0010368611,A,0010368611,58
A0010368884,A,0010368884,273
A0010372746,A,0010372746,7
A0010372753,A,0010372753,7
A0010373587,A,0010373587,834
A0010376622,A,0010376622,224
A0010376846,A,0010376846,49
A0010376895,A,0010376895,49
A0010377422,A,0010377422,26
A0010377448,A,0010377448,26
A0010377588,A,0010377588,65
A0010377653,A,0010377653,65
A0010377786,A,0010377786,133
A0010377927,A,0010377927,23
A0010377950,A,0010377950,23
A0010378099,A,0010378099,149
A0010378248,A,0010378248,149
A0010378743,A,0010378743,271
A0010379014,A,0010379014,133
A0010379147,A,0010379147,133
A0010379386,A,0010379386,50
A0010379436,A,0010379436,50
A0010379493,A,0010379493,57
A0010379626,A,0010379626,133
A0010382778,A,0010382778,58
A0010382836,A,0010382836,58
A0010383214,A,0010383214,206
A0010383420,A,0010383420,33
A0010383453,A,0010383453,33
A0010383685,A,0010383685,232
A0010385128,A,0010385128,661
A0010385789,A,0010385789,16
A0010385805,A,0010385805,16
A0010389633,A,0010389633,404
A0010390037,A,0010390037,148
A0010390185,A,0010390185,148
A0010390375,A,0010390375,42
A0010390417,A,0010390417,16
A0010390433,A,0010390433,8
A0010390441,A,0010390441,8
A0010390664,A,0010390664,157
A0010390821,A,0010390821,157
A0010391076,A,0010391076,149
A0010391225,A,0010391225,107
A0010391332,A,0010391332,107
A0010393247,A,0010393247,255
A0010393502,A,0010393502,255
